Name,Spearman
Cc72_00013167-RA,-0.321428571
Cc72_00013162-RA,-0.464285714
Cc72_00013164-RA,-0.785714286
Cc72_00013166-RA,-0.607142857
Cc72_00013173-RA,-0.321428571
Cc72_00013177-RA,-0.535714286
Cc72_00013170-RA,-0.785714286
Cc72_00013171-RA,0.607142857
Cc72_00013169-RA,0.107142857
Cc72_00013174-RA,0
Cc72_00013172-RA,0.612372436
Cc72_00013176-RA,-0.906326967
Cc72_00013175-RA,-0.571428571
Cc72_00013168-RA,
Cc72_00013178-RA,-0.785714286
Cc72_00013179-RA,-0.714285714
Cc72_00013180-RA,-0.757240185
Cc72_00013185-RA,0.142857143
Cc72_00013184-RA,-0.357142857
Cc72_00013182-RA,-0.214285714
Cc72_00013181-RA,0.071428571
Cc72_00013183-RA,0.108112496
Cc72_00013191-RA,0.285714286
Cc72_00013188-RA,-0.785714286
Cc72_00013192-RA,0.428571429
Cc72_00013193-RA,
Cc72_00013190-RA,0.285714286
Cc72_00013189-RA,
Cc72_00013187-RA,-0.357142857
Cc72_00013186-RA,-0.535714286
Cc72_00013195-RA,0.214285714
Cc72_00013196-RA,0.178571429
Cc72_00013194-RA,
Cc72_00013200-RA,-0.866921447
Cc72_00013202-RA,-0.714285714
Cc72_00013201-RA,0.785714286
Cc72_00013203-RA,0.5
Cc72_00013197-RA,-0.704186851
Cc72_00013206-RA,-0.464285714
Cc72_00013198-RA,-0.197027602
Cc72_00013199-RA,-0.428571429
Cc72_00013204-RA,0.321428571
Cc72_00013205-RA,-0.668153105
Cc72_00013211-RA,-0.821428571
Cc72_00013210-RA,-0.214285714
Cc72_00013207-RA,
Cc72_00013213-RA,
Cc72_00013212-RA,-0.535714286
Cc72_00013209-RA,0.464285714
Cc72_00013208-RA,
Cc72_00013219-RA,-0.801783726
Cc72_00013215-RA,0.75
Cc72_00013216-RA,0.678571429
Cc72_00013218-RA,-0.801783726
Cc72_00013214-RA,0.642857143
Cc72_00013217-RA,-0.535714286
Cc72_00013223-RA,-0.285714286
Cc72_00013226-RA,-0.25
Cc72_00013225-RA,-0.788110406
Cc72_00013224-RA,-0.357142857
Cc72_00013221-RA,-0.928571429
Cc72_00013222-RA,-0.714285714
Cc72_00013220-RA,
Cc72_00013235-RA,-0.926561646
Cc72_00013234-RA,-0.801783726
Cc72_00013230-RA,-0.857142857
Cc72_00013231-RA,-0.714285714
Cc72_00013232-RA,-0.828862466
Cc72_00013236-RA,-0.864899964
Cc72_00013227-RA,-0.324337487
Cc72_00013228-RA,-0.01970276
Cc72_00013229-RA,
Cc72_00013233-RA,
Cc72_00013239-RA,
Cc72_00013240-RA,
Cc72_00013243-RA,
Cc72_00013241-RA,
Cc72_00013242-RA,
Cc72_00013245-RA,
Cc72_00013244-RA,
Cc72_00013238-RA,-0.464285714
Cc72_00013237-RA,-0.5
Cc72_00013248-RA,-0.892857143
Cc72_00013246-RA,-0.821428571
Cc72_00013251-RA,0.285714286
Cc72_00013249-RA,0.928571429
Cc72_00013247-RA,-0.75
Cc72_00013252-RA,
Cc72_00013250-RA,-0.714285714
Cc72_00013253-RA,-0.612372436
Cc72_00013255-RA,-0.612372436
Cc72_00013254-RA,
Cc72_00013257-RA,
Cc72_00013260-RA,-0.757240185
Cc72_00013259-RA,-0.857142857
Cc72_00013258-RA,
Cc72_00013256-RA,-0.270281239
Cc72_00013263-RA,-0.757240185
Cc72_00013265-RA,0.714285714
Cc72_00013262-RA,-0.768407646
Cc72_00013268-RA,0.074124932
Cc72_00013266-RA,-0.785714286
Cc72_00013264-RA,-0.214285714
Cc72_00013261-RA,0.035714286
Cc72_00013269-RA,-0.785714286
Cc72_00013272-RA,0.107142857
Cc72_00013274-RA,-0.857142857
Cc72_00013270-RA,-0.801783726
Cc72_00013267-RA,0.392857143
Cc72_00013271-RA,
Cc72_00013275-RA,-0.5
Cc72_00013273-RA,-0.785714286
Cc72_00013279-RA,-0.678571429
Cc72_00013277-RA,0.5
Cc72_00013283-RA,
Cc72_00013280-RA,-0.178571429
Cc72_00013278-RA,-0.642857143
Cc72_00013282-RA,-0.900937463
Cc72_00013276-RA,-0.785714286
Cc72_00013281-RA,-0.414431233
Cc72_00013285-RA,
Cc72_00013287-RA,0.285714286
Cc72_00013286-RA,-0.704186851
Cc72_00013284-RA,0.612372436
Cc72_00013288-RA,0.285714286
Cc72_00013296-RA,-0.01970276
Cc72_00013291-RA,-0.866921447
Cc72_00013290-RA,-0.642857143
Cc72_00013289-RA,-0.821428571
Cc72_00013292-RA,-0.178571429
Cc72_00013294-RA,-0.178571429
Cc72_00013295-RA,-0.107142857
Cc72_00013293-RA,-0.48650623
Cc72_00013301-RA,-0.815374248
Cc72_00013302-RA,-0.792824967
Cc72_00013307-RA,0.892857143
