Name,log2FoldChange
Cc72_00055183-RA,0.446851476
Cc72_00055182-RA,0.117811186
Cc72_00055185-RA,NA
Cc72_00055187-RA,-0.0947872
Cc72_00055186-RA,0.230990345
Cc72_00055188-RA,NA
Cc72_00055189-RA,NA
Cc72_00055193-RA,0.109146995
Cc72_00055191-RA,-0.534769976
Cc72_00055190-RA,NA
Cc72_00055192-RA,NA
Cc72_00055194-RA,0.165917625
Cc72_00055195-RA,NA
Cc72_00055196-RA,NA
Cc72_00055198-RA,0.285300173
Cc72_00055197-RA,NA
Cc72_00055202-RA,0.094285749
Cc72_00055200-RA,NA
Cc72_00055201-RA,NA
Cc72_00055199-RA,NA
Cc72_00055203-RA,NA
Cc72_00055204-RA,0.446851476
Cc72_00055205-RA,0.542167049
Cc72_00055206-RA,1.693519357
Cc72_00055207-RA,NA
Cc72_00055208-RA,1.814076285
Cc72_00055210-RA,0.04128964
Cc72_00055209-RA,-0.954515587
Cc72_00055214-RA,NA
Cc72_00055212-RA,NA
Cc72_00055211-RA,NA
Cc72_00055213-RA,0.378608705
Cc72_00055216-RA,-1.121654614
Cc72_00055217-RA,NA
Cc72_00055219-RA,0.35728538
Cc72_00055218-RA,0.165917625
Cc72_00055215-RA,NA
Cc72_00055220-RA,NA
Cc72_00055225-RA,NA
Cc72_00055223-RA,NA
Cc72_00055224-RA,1.412497066
Cc72_00055222-RA,NA
Cc72_00055221-RA,NA
Cc72_00055226-RA,0.446851476
Cc72_00055230-RA,0.151540681
Cc72_00055229-RA,-0.031450371
Cc72_00055228-RA,NA
Cc72_00055227-RA,NA
Cc72_00055232-RA,NA
Cc72_00055233-RA,0.285557792
Cc72_00055231-RA,NA
Cc72_00055234-RA,NA
Cc72_00055235-RA,NA
Cc72_00055236-RA,NA
Cc72_00055244-RA,0.220339139
Cc72_00055245-RA,1.035250824
Cc72_00055239-RA,0.080230329
Cc72_00055237-RA,-0.009385093
Cc72_00055238-RA,-0.379692528
Cc72_00055243-RA,NA
Cc72_00055241-RA,NA
Cc72_00055240-RA,NA
Cc72_00055242-RA,NA
Cc72_00055249-RA,NA
Cc72_00055247-RA,-0.758440517
Cc72_00055246-RA,NA
Cc72_00055248-RA,1.801743922
Cc72_00055250-RA,0.465582303
Cc72_00055253-RA,NA
Cc72_00055254-RA,0.431357186
Cc72_00055252-RA,NA
Cc72_00055251-RA,NA
Cc72_00055255-RA,-1.964957521
Cc72_00055256-RA,-0.5076335
Cc72_00055257-RA,NA
Cc72_00055258-RA,1.07044867
Cc72_00055259-RA,NA
Cc72_00055262-RA,NA
Cc72_00055260-RA,NA
Cc72_00055261-RA,NA
Cc72_00055265-RA,NA
Cc72_00055263-RA,NA
Cc72_00055264-RA,NA
Cc72_00055266-RA,NA
Cc72_00055268-RA,0.446851476
Cc72_00055267-RA,1.563654516
Cc72_00055272-RA,0.931863196
Cc72_00055273-RA,NA
Cc72_00055271-RA,0.056104824
Cc72_00055269-RA,NA
Cc72_00055270-RA,NA
Cc72_00055274-RA,-0.037512729
Cc72_00055277-RA,NA
Cc72_00055275-RA,1.284824647
Cc72_00055276-RA,NA
Cc72_00055279-RA,NA
Cc72_00055280-RA,NA
Cc72_00055283-RA,-3.353238648
Cc72_00055282-RA,-2.021134845
Cc72_00055281-RA,-0.980325822
Cc72_00055278-RA,NA
Cc72_00055286-RA,0.24317981
Cc72_00055284-RA,-0.420951769
Cc72_00055285-RA,0.391546722
Cc72_00055287-RA,0.886225914
Cc72_00055290-RA,1.722161234
Cc72_00055289-RA,1.085703426
Cc72_00055288-RA,NA
Cc72_00055292-RA,0.870069595
Cc72_00055293-RA,0.430249492
Cc72_00055294-RA,0.175011263
Cc72_00055291-RA,-0.034004061
Cc72_00055298-RA,0.120794317
Cc72_00055297-RA,0.012826012
Cc72_00055299-RA,-0.94364133
Cc72_00055296-RA,NA
Cc72_00055295-RA,NA
Cc72_00055302-RA,-1.869558258
Cc72_00055301-RA,NA
Cc72_00055300-RA,NA
Cc72_00055303-RA,-2.190356054
Cc72_00055304-RA,NA
Cc72_00055305-RA,NA
Cc72_00055307-RA,-1.132942693
Cc72_00055308-RA,NA
Cc72_00055306-RA,NA
Cc72_00055309-RA,-0.034004548
Cc72_00055310-RA,-1.411234336
Cc72_00055315-RA,0.320674925
Cc72_00055312-RA,NA
Cc72_00055314-RA,-0.750531202
Cc72_00055311-RA,NA
Cc72_00055316-RA,NA
Cc72_00055313-RA,-0.468900116
Cc72_00055318-RA,0.467586928
Cc72_00055317-RA,NA
Cc72_00055319-RA,0.212294032
Cc72_00055320-RA,-1.469915369
Cc72_00055321-RA,-0.277660724
Cc72_00055322-RA,NA
Cc72_00055323-RA,NA
Cc72_00055329-RA,-1.330660123
Cc72_00055327-RA,NA
Cc72_00055328-RA,NA
Cc72_00055324-RA,NA
Cc72_00055326-RA,-3.217847128
Cc72_00055325-RA,NA
Cc72_00055331-RA,NA
Cc72_00055332-RA,3.012435438
Cc72_00055330-RA,0.271855762
Cc72_00055334-RA,NA
Cc72_00055336-RA,NA
Cc72_00055333-RA,-1.568550979
Cc72_00055335-RA,NA
Cc72_00055337-RA,NA
Cc72_00055340-RA,NA
Cc72_00055342-RA,NA
Cc72_00055348-RA,NA
Cc72_00055344-RA,NA
Cc72_00055346-RA,NA
Cc72_00055354-RA,0.446851476
Cc72_00055350-RA,NA
Cc72_00055349-RA,NA
Cc72_00055345-RA,NA
Cc72_00055343-RA,NA
Cc72_00055352-RA,NA
Cc72_00055353-RA,NA
Cc72_00055341-RA,NA
Cc72_00055356-RA,0.446851476
Cc72_00055351-RA,NA
Cc72_00055360-RA,NA
Cc72_00055339-RA,NA
Cc72_00055347-RA,NA
Cc72_00055355-RA,NA
Cc72_00055359-RA,NA
Cc72_00055357-RA,NA
Cc72_00055338-RA,NA
Cc72_00055358-RA,NA
Cc72_00055366-RA,0.337165224
Cc72_00055367-RA,0.446851476
Cc72_00055365-RA,-0.774498703
Cc72_00055362-RA,2.071203394
Cc72_00055364-RA,-1.571986317
Cc72_00055361-RA,NA
Cc72_00055363-RA,0.076392478
Cc72_00055368-RA,-0.967149453
Cc72_00055370-RA,1.072283404
Cc72_00055374-RA,0.446851476
Cc72_00055373-RA,-1.255430951
Cc72_00055369-RA,NA
Cc72_00055371-RA,0.446851476
Cc72_00055372-RA,2.115869282
Cc72_00055377-RA,-0.069340576
Cc72_00055376-RA,-0.682156535
Cc72_00055379-RA,NA
Cc72_00055383-RA,NA
Cc72_00055382-RA,NA
Cc72_00055378-RA,NA
Cc72_00055375-RA,2.487697298
Cc72_00055384-RA,NA
Cc72_00055380-RA,NA
Cc72_00055381-RA,NA
Cc72_00055385-RA,NA
Cc72_00055386-RA,NA
Cc72_00055387-RA,NA
Cc72_00055388-RA,NA
Cc72_00055389-RA,NA
Cc72_00055391-RA,NA
Cc72_00055393-RA,NA
Cc72_00055392-RA,NA
Cc72_00055390-RA,NA
Cc72_00055395-RA,NA
Cc72_00055394-RA,NA
Cc72_00055396-RA,NA
Cc72_00055398-RA,-0.895144249
Cc72_00055397-RA,NA
Cc72_00055401-RA,NA
Cc72_00055400-RA,NA
Cc72_00055402-RA,-0.034003851
Cc72_00055399-RA,NA
Cc72_00055403-RA,NA
Cc72_00055406-RA,NA
Cc72_00055405-RA,NA
Cc72_00055404-RA,NA
Cc72_00055411-RA,0.446851476
Cc72_00055409-RA,0.446851476
Cc72_00055408-RA,NA
Cc72_00055407-RA,NA
Cc72_00055410-RA,NA
Cc72_00055412-RA,NA
Cc72_00055413-RA,NA
Cc72_00055419-RA,NA
Cc72_00055418-RA,NA
Cc72_00055414-RA,NA
Cc72_00055416-RA,NA
Cc72_00055417-RA,0.581698518
Cc72_00055415-RA,1.958554038
Cc72_00055424-RA,0.35004007
Cc72_00055425-RA,-0.514877159
Cc72_00055421-RA,NA
Cc72_00055420-RA,0.453579774
Cc72_00055423-RA,NA
Cc72_00055422-RA,NA
Cc72_00055428-RA,-0.167734223
Cc72_00055429-RA,-0.191631423
Cc72_00055431-RA,-1.425011614
Cc72_00055426-RA,-1.26740691
Cc72_00055427-RA,0.22023351
Cc72_00055433-RA,-3.587073415
Cc72_00055430-RA,0.240636276
Cc72_00055434-RA,-0.241523342
Cc72_00055436-RA,-0.034004548
Cc72_00055432-RA,NA
Cc72_00055441-RA,NA
Cc72_00055435-RA,0.27276722
Cc72_00055439-RA,-0.138101651
Cc72_00055438-RA,0.200733531
Cc72_00055440-RA,NA
Cc72_00055437-RA,-3.149151236
Cc72_00055442-RA,NA
Cc72_00055444-RA,-0.240255063
Cc72_00055445-RA,NA
Cc72_00055446-RA,NA
Cc72_00055443-RA,NA
Cc72_00055448-RA,NA
Cc72_00055447-RA,NA
Cc72_00055449-RA,NA
Cc72_00055450-RA,0.446851476
Cc72_00055451-RA,NA
Cc72_00055453-RA,NA
Cc72_00055454-RA,NA
Cc72_00055452-RA,NA
Cc72_00055455-RA,NA
Cc72_00055456-RA,NA
Cc72_00055457-RA,-0.485537352
Cc72_00055458-RA,NA
Cc72_00055459-RA,NA
Cc72_00055461-RA,NA
Cc72_00055460-RA,NA
Cc72_00055462-RA,NA
Cc72_00055463-RA,NA
Cc72_00055464-RA,NA
Cc72_00055465-RA,NA
Cc72_00055466-RA,NA
Cc72_00055467-RA,NA
Cc72_00055469-RA,0.175301263
Cc72_00055468-RA,0.165917625
Cc72_00055470-RA,NA
Cc72_00055472-RA,NA
Cc72_00055471-RA,NA
Cc72_00055473-RA,NA
Cc72_00055474-RA,NA
Cc72_00055475-RA,NA
Cc72_00055476-RA,NA
Cc72_00055479-RA,NA
Cc72_00055478-RA,NA
Cc72_00055480-RA,NA
Cc72_00055477-RA,-1.274513719
Cc72_00055481-RA,0.120716671
Cc72_00055484-RA,0.446851476
Cc72_00055482-RA,-2.881722519
Cc72_00055485-RA,NA
Cc72_00055483-RA,NA
Cc72_00055487-RA,0.706856934
Cc72_00055486-RA,NA
Cc72_00055489-RA,0.446851476
Cc72_00055488-RA,NA
Cc72_00055490-RA,0.579438265
Cc72_00055492-RA,NA
Cc72_00055497-RA,NA
Cc72_00055496-RA,NA
Cc72_00055494-RA,NA
Cc72_00055491-RA,-1.017726688
Cc72_00055493-RA,2.184686737
Cc72_00055495-RA,0.7175524
Cc72_00055499-RA,-0.481933843
Cc72_00055500-RA,-2.547832037
Cc72_00055498-RA,-0.337218981
Cc72_00055502-RA,0.733791366
Cc72_00055503-RA,NA
Cc72_00055501-RA,NA
Cc72_00055505-RA,0.130025652
Cc72_00055506-RA,0.011967025
Cc72_00055510-RA,NA
Cc72_00055504-RA,NA
Cc72_00055507-RA,0.186984597
Cc72_00055508-RA,-1.439345302
Cc72_00055509-RA,NA
Cc72_00055515-RA,NA
Cc72_00055514-RA,2.376109084
Cc72_00055512-RA,-0.393218099
Cc72_00055516-RA,-0.327817944
Cc72_00055511-RA,-0.653598586
Cc72_00055513-RA,0.093515923
Cc72_00055518-RA,NA
Cc72_00055517-RA,0.886225914
Cc72_00055521-RA,0.176689641
Cc72_00055519-RA,NA
Cc72_00055520-RA,NA
Cc72_00055522-RA,NA
Cc72_00055523-RA,NA
Cc72_00055526-RA,0.013603738
Cc72_00055528-RA,-0.779905867
Cc72_00055527-RA,-0.514877159
Cc72_00055524-RA,-0.903729744
Cc72_00055529-RA,-4.09456143
Cc72_00055525-RA,-1.039623468
Cc72_00055531-RA,NA
Cc72_00055530-RA,NA
Cc72_00055534-RA,NA
Cc72_00055532-RA,NA
Cc72_00055533-RA,0.147132553
Cc72_00055535-RA,NA
Cc72_00055536-RA,NA
Cc72_00055537-RA,NA
Cc72_00055543-RA,NA
Cc72_00055542-RA,-3.910282341
Cc72_00055538-RA,NA
Cc72_00055539-RA,NA
Cc72_00055540-RA,NA
Cc72_00055541-RA,-0.514877159
Cc72_00055547-RA,NA
Cc72_00055545-RA,NA
Cc72_00055546-RA,NA
Cc72_00055544-RA,NA
Cc72_00055550-RA,0.284339076
Cc72_00055551-RA,NA
Cc72_00055548-RA,-0.203846807
Cc72_00055549-RA,0.407944821
Cc72_00055553-RA,NA
Cc72_00055554-RA,NA
Cc72_00055552-RA,NA
Cc72_00055555-RA,NA
Cc72_00055556-RA,NA
Cc72_00055557-RA,-0.416379618
Cc72_00055558-RA,NA
Cc72_00055561-RA,NA
Cc72_00055562-RA,-0.112563037
Cc72_00055563-RA,NA
Cc72_00055559-RA,0.919528366
Cc72_00055560-RA,NA
Cc72_00055564-RA,NA
Cc72_00055566-RA,-1.650974285
Cc72_00055565-RA,NA
Cc72_00055569-RA,NA
Cc72_00055571-RA,0.073906575
Cc72_00055568-RA,NA
Cc72_00055567-RA,0.446851476
Cc72_00055570-RA,NA
Cc72_00055575-RA,-0.352305539
Cc72_00055576-RA,-0.762755924
Cc72_00055574-RA,NA
Cc72_00055573-RA,0.177166099
Cc72_00055572-RA,-0.202221871
Cc72_00055577-RA,NA
Cc72_00055578-RA,NA
Cc72_00055579-RA,NA
Cc72_00055582-RA,NA
Cc72_00055581-RA,NA
Cc72_00055580-RA,NA
Cc72_00055585-RA,-0.256170719
Cc72_00055583-RA,NA
Cc72_00055586-RA,-0.420913854
Cc72_00055584-RA,-0.298030674
Cc72_00055589-RA,NA
Cc72_00055588-RA,-0.546758136
Cc72_00055590-RA,NA
Cc72_00055587-RA,NA
Cc72_00055596-RA,NA
Cc72_00055600-RA,NA
Cc72_00055591-RA,-0.33735115
Cc72_00055597-RA,-1.274513719
Cc72_00055592-RA,0.045915547
Cc72_00055593-RA,0.552886677
Cc72_00055595-RA,-0.098473275
Cc72_00055594-RA,-0.034004117
Cc72_00055598-RA,-0.198112097
Cc72_00055599-RA,NA
Cc72_00055604-RA,0.332642112
Cc72_00055603-RA,NA
Cc72_00055602-RA,NA
Cc72_00055601-RA,NA
Cc72_00055605-RA,0.641377139
Cc72_00055613-RA,-0.420194736
Cc72_00055616-RA,NA
Cc72_00055607-RA,-0.598518499
Cc72_00055615-RA,NA
Cc72_00055611-RA,NA
Cc72_00055606-RA,NA
Cc72_00055610-RA,NA
Cc72_00055609-RA,NA
Cc72_00055612-RA,NA
Cc72_00055608-RA,NA
Cc72_00055617-RA,NA
Cc72_00055614-RA,NA
Cc72_00055618-RA,0.141133947
Cc72_00055619-RA,-0.541265289
Cc72_00055620-RA,-0.587476885
Cc72_00055622-RA,NA
Cc72_00055621-RA,-0.47392566
Cc72_00055625-RA,0.236373077
Cc72_00055628-RA,-1.463429532
Cc72_00055627-RA,0.034037078
Cc72_00055626-RA,0.178409681
Cc72_00055624-RA,NA
Cc72_00055623-RA,NA
Cc72_00055629-RA,1.769813685
Cc72_00055632-RA,-0.024009215
Cc72_00055634-RA,0.101313143
Cc72_00055630-RA,0.029683245
Cc72_00055631-RA,0.446851476
Cc72_00055635-RA,0.681333151
Cc72_00055636-RA,-0.20008712
Cc72_00055633-RA,0.744141026
Cc72_00055644-RA,-0.355675145
Cc72_00055641-RA,0.171672559
Cc72_00055640-RA,-0.625121901
Cc72_00055637-RA,-0.267844097
Cc72_00055639-RA,-0.454255756
Cc72_00055645-RA,-0.503040814
Cc72_00055646-RA,-0.560417437
Cc72_00055643-RA,0.0072045
Cc72_00055642-RA,0.334614282
Cc72_00055638-RA,0.023110487
Cc72_00055648-RA,-1.255430951
Cc72_00055651-RA,0.578790878
Cc72_00055649-RA,-0.35891839
Cc72_00055647-RA,NA
Cc72_00055650-RA,-0.209991202
Cc72_00055652-RA,-0.384467015
Cc72_00055660-RA,0.13139375
Cc72_00055657-RA,0.129949113
Cc72_00055656-RA,-0.081675157
Cc72_00055654-RA,0.169282281
Cc72_00055659-RA,-0.080694224
Cc72_00055655-RA,NA
Cc72_00055658-RA,-0.580856404
Cc72_00055653-RA,0.117552182
Cc72_00055661-RA,-1.079303074
Cc72_00055663-RA,NA
Cc72_00055664-RA,0.446851476
Cc72_00055662-RA,-0.029578717
Cc72_00055665-RA,-0.046988838
Cc72_00055669-RA,-0.884993092
Cc72_00055668-RA,-0.98477211
Cc72_00055670-RA,-0.240255063
Cc72_00055666-RA,0.242265179
Cc72_00055667-RA,0.422234195
Cc72_00055671-RA,0.845549381
Cc72_00055672-RA,1.165042787
Cc72_00055674-RA,-1.461007893
Cc72_00055673-RA,-0.442613295
Cc72_00055675-RA,2.763842916
Cc72_00055679-RA,0.332163739
Cc72_00055677-RA,NA
Cc72_00055678-RA,NA
Cc72_00055676-RA,NA
Cc72_00055681-RA,4.567562313
Cc72_00055680-RA,NA
Cc72_00055684-RA,-0.090431549
Cc72_00055682-RA,NA
Cc72_00055683-RA,-0.525451424
Cc72_00055685-RA,-2.398653297
Cc72_00055688-RA,NA
Cc72_00055689-RA,0.846528403
Cc72_00055687-RA,-1.172186962
Cc72_00055686-RA,1.619911219
Cc72_00055690-RA,NA
Cc72_00055698-RA,0.025700098
Cc72_00055691-RA,0.111293079
Cc72_00055693-RA,NA
Cc72_00055695-RA,0.051814599
Cc72_00055697-RA,-0.155990763
Cc72_00055694-RA,0.145577411
Cc72_00055699-RA,NA
Cc72_00055696-RA,NA
Cc72_00055692-RA,1.38024987
Cc72_00055702-RA,-0.694707067
Cc72_00055704-RA,NA
Cc72_00055705-RA,0.421279128
Cc72_00055706-RA,NA
Cc72_00055708-RA,NA
Cc72_00055703-RA,2.714908903
Cc72_00055707-RA,-0.866817954
Cc72_00055700-RA,NA
Cc72_00055701-RA,0.880588419
Cc72_00055709-RA,-0.000669053
Cc72_00055711-RA,NA
Cc72_00055710-RA,0.639978242
Cc72_00055713-RA,-0.589294063
Cc72_00055717-RA,-2.312580698
Cc72_00055715-RA,0.886225914
Cc72_00055718-RA,1.933769972
Cc72_00055714-RA,NA
Cc72_00055716-RA,-0.134220918
Cc72_00055712-RA,NA
Cc72_00055720-RA,-0.94682214
Cc72_00055721-RA,0.42310658
Cc72_00055719-RA,-0.735036582
Cc72_00055722-RA,NA
Cc72_00055729-RA,-0.259314922
Cc72_00055733-RA,NA
Cc72_00055731-RA,-0.228266455
Cc72_00055728-RA,-0.376725532
Cc72_00055725-RA,NA
Cc72_00055726-RA,NA
Cc72_00055732-RA,-0.010925231
Cc72_00055727-RA,NA
Cc72_00055723-RA,NA
Cc72_00055724-RA,NA
Cc72_00055730-RA,NA
Cc72_00055741-RA,NA
Cc72_00055738-RA,NA
Cc72_00055739-RA,-1.663359931
Cc72_00055737-RA,-0.049193766
Cc72_00055735-RA,-0.202030564
Cc72_00055740-RA,NA
Cc72_00055736-RA,NA
Cc72_00055734-RA,0.89431907
Cc72_00055743-RA,-2.660701667
Cc72_00055747-RA,0.326366067
Cc72_00055749-RA,-2.229479586
Cc72_00055746-RA,NA
Cc72_00055748-RA,NA
Cc72_00055745-RA,NA
Cc72_00055744-RA,-2.504697918
Cc72_00055742-RA,NA
Cc72_00055753-RA,0.128639069
Cc72_00055750-RA,-0.034004835
Cc72_00055752-RA,0.065679351
Cc72_00055757-RA,0.065977135
Cc72_00055758-RA,0.072900877
Cc72_00055756-RA,0.355760322
Cc72_00055755-RA,-0.102231568
Cc72_00055754-RA,NA
Cc72_00055751-RA,NA
Cc72_00055765-RA,0.098166885
Cc72_00055762-RA,-0.170575627
Cc72_00055761-RA,0.146566675
Cc72_00055760-RA,0.157684106
Cc72_00055759-RA,2.077731886
Cc72_00055763-RA,NA
Cc72_00055764-RA,-0.071460535
Cc72_00055767-RA,NA
Cc72_00055768-RA,0.446851476
Cc72_00055766-RA,0.943333315
Cc72_00055769-RA,0.077410463
Cc72_00055770-RA,0.383713457
Cc72_00055771-RA,-0.569617272
Cc72_00055772-RA,NA
Cc72_00055780-RA,0.128764664
Cc72_00055781-RA,3.21652289
Cc72_00055775-RA,-1.289591931
Cc72_00055777-RA,NA
Cc72_00055774-RA,-0.796006341
Cc72_00055776-RA,NA
Cc72_00055779-RA,NA
Cc72_00055778-RA,NA
Cc72_00055773-RA,NA
Cc72_00055784-RA,-0.061237959
Cc72_00055782-RA,0.731137338
Cc72_00055786-RA,1.711192888
Cc72_00055787-RA,0.446851476
Cc72_00055785-RA,3.811996967
Cc72_00055783-RA,1.68980827
Cc72_00055788-RA,-0.034004177
Cc72_00055791-RA,-1.869558258
Cc72_00055790-RA,NA
Cc72_00055789-RA,NA
Cc72_00055792-RA,NA
Cc72_00055799-RA,-0.363907275
Cc72_00055795-RA,1.165042787
Cc72_00055797-RA,NA
Cc72_00055798-RA,0.185291106
Cc72_00055794-RA,0.087320926
Cc72_00055793-RA,0.396286597
Cc72_00055802-RA,2.13041741
Cc72_00055800-RA,0.186432118
Cc72_00055801-RA,0.183871541
Cc72_00055796-RA,NA
Cc72_00055807-RA,NA
Cc72_00055803-RA,-0.333228104
Cc72_00055806-RA,NA
Cc72_00055805-RA,0.73053771
Cc72_00055804-RA,NA
Cc72_00055811-RA,1.386056429
Cc72_00055814-RA,NA
Cc72_00055815-RA,NA
Cc72_00055810-RA,-0.334830899
Cc72_00055812-RA,NA
Cc72_00055808-RA,1.187985927
Cc72_00055809-RA,-0.388244189
Cc72_00055813-RA,NA
Cc72_00055819-RA,-2.243186173
Cc72_00055816-RA,NA
Cc72_00055820-RA,NA
Cc72_00055822-RA,-1.034084762
Cc72_00055826-RA,NA
Cc72_00055823-RA,0.470147203
Cc72_00055821-RA,NA
Cc72_00055825-RA,-0.514877159
Cc72_00055817-RA,0.686692224
Cc72_00055824-RA,0.050752703
Cc72_00055818-RA,NA
Cc72_00055829-RA,0.46625942
Cc72_00055828-RA,0.47344714
Cc72_00055827-RA,NA
Cc72_00055830-RA,-1.125039815
Cc72_00055832-RA,NA
Cc72_00055831-RA,NA
Cc72_00055838-RA,1.305321032
Cc72_00055834-RA,NA
Cc72_00055839-RA,NA
Cc72_00055836-RA,NA
Cc72_00055835-RA,0.124459514
Cc72_00055833-RA,NA
Cc72_00055840-RA,1.297542961
Cc72_00055837-RA,NA
Cc72_00055841-RA,0.341243334
Cc72_00055842-RA,0.450438657
Cc72_00055852-RA,-0.577956948
Cc72_00055845-RA,0.056394187
Cc72_00055857-RA,1.900014403
Cc72_00055843-RA,-1.655221824
Cc72_00055848-RA,NA
Cc72_00055847-RA,-2.048467975
Cc72_00055851-RA,NA
Cc72_00055844-RA,0.292147391
Cc72_00055855-RA,-1.386080537
Cc72_00055850-RA,NA
Cc72_00055849-RA,NA
Cc72_00055854-RA,0.226519386
Cc72_00055858-RA,0.446851476
Cc72_00055846-RA,-0.537500613
Cc72_00055859-RA,NA
Cc72_00055856-RA,0.321984772
Cc72_00055853-RA,0.375274242
Cc72_00055867-RA,-1.075388753
Cc72_00055860-RA,NA
Cc72_00055866-RA,NA
Cc72_00055865-RA,-0.514877159
Cc72_00055864-RA,NA
Cc72_00055868-RA,NA
Cc72_00055869-RA,-0.901842398
Cc72_00055863-RA,1.565584553
Cc72_00055861-RA,NA
Cc72_00055862-RA,1.187985927
Cc72_00055871-RA,0.208799923
Cc72_00055870-RA,0.260535243
Cc72_00055872-RA,-0.548459355
Cc72_00055874-RA,0.259818029
Cc72_00055873-RA,-0.074753062
Cc72_00055878-RA,NA
Cc72_00055881-RA,NA
Cc72_00055877-RA,NA
Cc72_00055880-RA,-0.071501486
Cc72_00055882-RA,-2.133258808
Cc72_00055875-RA,-0.115179113
Cc72_00055883-RA,-0.985856355
Cc72_00055879-RA,-0.213724463
Cc72_00055884-RA,NA
Cc72_00055876-RA,-0.954050935
Cc72_00055885-RA,-0.133389689
Cc72_00055904-RA,-0.862994994
Cc72_00055901-RA,1.837485472
Cc72_00055902-RA,-1.864825778
Cc72_00055907-RA,NA
Cc72_00055906-RA,NA
Cc72_00055903-RA,NA
Cc72_00055908-RA,0.199182395
Cc72_00055896-RA,-0.12149012
Cc72_00055895-RA,-1.963937318
Cc72_00055905-RA,0.253580371
Cc72_00055892-RA,1.441423119
Cc72_00055898-RA,-2.04738157
Cc72_00055899-RA,0.446851476
Cc72_00055900-RA,0.546957236
Cc72_00055889-RA,-0.514877159
Cc72_00055888-RA,-1.512535151
Cc72_00055897-RA,NA
Cc72_00055887-RA,NA
Cc72_00055894-RA,NA
Cc72_00055891-RA,-0.485565752
Cc72_00055890-RA,-0.047998961
Cc72_00055893-RA,NA
Cc72_00055886-RA,NA
Cc72_00055912-RA,-1.459798556
Cc72_00055909-RA,-0.041708109
Cc72_00055922-RA,-1.865518933
Cc72_00055925-RA,-0.093987171
Cc72_00055914-RA,NA
Cc72_00055927-RA,-1.052314167
Cc72_00055911-RA,NA
Cc72_00055913-RA,NA
Cc72_00055929-RA,-1.803194621
Cc72_00055924-RA,NA
Cc72_00055923-RA,NA
Cc72_00055910-RA,NA
Cc72_00055915-RA,NA
Cc72_00055918-RA,NA
Cc72_00055919-RA,NA
Cc72_00055916-RA,NA
Cc72_00055917-RA,NA
Cc72_00055920-RA,NA
Cc72_00055928-RA,-0.025163209
Cc72_00055921-RA,NA
Cc72_00055926-RA,-0.032292764
Cc72_00055932-RA,NA
Cc72_00055930-RA,NA
Cc72_00055931-RA,NA
Cc72_00055939-RA,NA
Cc72_00055940-RA,0.133103987
Cc72_00055936-RA,-0.640972499
Cc72_00055943-RA,NA
Cc72_00055947-RA,-2.59836396
Cc72_00055938-RA,-1.255430951
Cc72_00055941-RA,NA
Cc72_00055944-RA,NA
Cc72_00055937-RA,NA
Cc72_00055933-RA,NA
Cc72_00055950-RA,0.880588419
Cc72_00055935-RA,NA
Cc72_00055949-RA,-0.960951173
Cc72_00055946-RA,-0.086957629
Cc72_00055934-RA,NA
Cc72_00055945-RA,-3.354287584
Cc72_00055948-RA,-0.057149328
Cc72_00055942-RA,NA
Cc72_00055953-RA,-0.362091373
Cc72_00055955-RA,-0.042967853
Cc72_00055960-RA,-0.080843076
Cc72_00055954-RA,-0.609056544
Cc72_00055959-RA,-0.828468807
Cc72_00055956-RA,NA
Cc72_00055957-RA,NA
Cc72_00055951-RA,NA
Cc72_00055952-RA,NA
Cc72_00055958-RA,-0.107571273
Cc72_00055967-RA,NA
Cc72_00055963-RA,NA
Cc72_00055965-RA,NA
Cc72_00055964-RA,NA
Cc72_00055968-RA,NA
Cc72_00055966-RA,0.393419807
Cc72_00055962-RA,NA
Cc72_00055961-RA,NA
Cc72_00055974-RA,NA
Cc72_00055976-RA,NA
Cc72_00055970-RA,NA
Cc72_00055972-RA,NA
Cc72_00055969-RA,-0.514877159
Cc72_00055985-RA,0.446851476
Cc72_00055981-RA,NA
Cc72_00055980-RA,NA
Cc72_00055989-RA,NA
Cc72_00055986-RA,NA
Cc72_00055987-RA,-0.149314469
Cc72_00055975-RA,NA
Cc72_00055982-RA,NA
Cc72_00055973-RA,NA
Cc72_00055978-RA,-0.033982227
Cc72_00055979-RA,NA
Cc72_00055971-RA,0.580687474
Cc72_00055977-RA,NA
Cc72_00055984-RA,NA
Cc72_00055983-RA,NA
Cc72_00055990-RA,NA
Cc72_00055994-RA,NA
Cc72_00055997-RA,NA
Cc72_00055992-RA,NA
Cc72_00055995-RA,NA
Cc72_00055993-RA,0.439614963
Cc72_00055996-RA,-1.081710392
Cc72_00055991-RA,-0.785896129
Cc72_00055988-RA,0.079063028
Cc72_00056001-RA,NA
Cc72_00056006-RA,-0.813765009
Cc72_00055999-RA,-0.969719326
Cc72_00056004-RA,0.516662824
Cc72_00056005-RA,-1.143605169
Cc72_00055998-RA,0.355114394
Cc72_00056003-RA,0.352728231
Cc72_00056000-RA,0.045504359
Cc72_00056008-RA,NA
Cc72_00056009-RA,NA
Cc72_00056007-RA,NA
Cc72_00056002-RA,0.376621838
Cc72_00056010-RA,NA
Cc72_00056013-RA,0.280010431
Cc72_00056012-RA,-0.383378532
Cc72_00056014-RA,NA
Cc72_00056011-RA,-0.017856083
Cc72_00056015-RA,NA
Cc72_00056016-RA,-0.159579897
